"Id","Weekly_Sales"
"18_4_2013-03-22",24066.82
"18_4_2013-03-29",24869.4
"18_4_2013-04-05",24670.54
"18_4_2013-04-12",25255.92
"18_4_2013-04-19",25642.91
"18_4_2013-04-26",24534.68
"18_4_2013-05-03",25669.59
"18_4_2013-05-10",25335.5
"18_4_2013-05-17",23747.78
"18_4_2013-05-24",27585.31
"18_4_2013-05-31",27647.6
"18_4_2013-06-07",29856.28
"18_4_2013-06-14",28099.65
"18_4_2013-06-21",26668.48
"18_4_2013-06-28",28257.66
"18_4_2013-07-05",30447.81
"18_4_2013-07-12",27193.2
"18_4_2013-07-19",28756.15
"18_4_2013-07-26",26599.85
"18_42_2012-11-02",7631.64
"18_42_2012-11-09",8106.1
"18_42_2012-11-16",7832.99
"18_42_2012-11-23",7491.49
"18_42_2012-11-30",7832.47
"18_42_2012-12-07",7971.64
"18_42_2012-12-14",7173.38
"18_42_2012-12-21",7374.89
"18_42_2012-12-28",6753.03
"18_42_2013-01-04",7097.13
"18_42_2013-01-11",6687.03
"18_42_2013-01-18",5611.1
"18_42_2013-01-25",4732.67
"18_42_2013-02-01",6595.57
"18_42_2013-02-08",7109.33
"18_42_2013-02-15",6007.53
"18_42_2013-02-22",6686.41
"18_42_2013-03-01",6281.85
"18_42_2013-03-08",6964.61
"18_42_2013-03-15",7695.55
"18_42_2013-03-22",7288.06
"18_42_2013-03-29",7021.45
"18_42_2013-04-05",7349.65
"18_42_2013-04-12",7493.3
"18_42_2013-04-19",6589.71
"18_42_2013-04-26",7159.37
"18_42_2013-05-03",6823.47
"18_42_2013-05-10",6996.64
"18_42_2013-05-17",7129.84
"18_42_2013-05-24",6975.84
"18_42_2013-05-31",6704.13
"18_42_2013-06-07",7769.99
"18_42_2013-06-14",7817.9
"18_42_2013-06-21",6924.24
"18_42_2013-06-28",7484.67
"18_42_2013-07-05",7367.55
"18_42_2013-07-12",7440.91
"18_42_2013-07-19",7665.87
"18_42_2013-07-26",7248.69
"18_43_2013-04-26",0
"18_44_2012-11-02",5610.2
"18_44_2012-11-09",5126.26
"18_44_2012-11-16",5444.37
"18_44_2012-11-23",8498.5
"18_44_2012-11-30",8120.63
"18_44_2012-12-07",8509.3
"18_44_2012-12-14",8454.22
"18_44_2012-12-21",8831.3
"18_44_2012-12-28",5987.95
"18_44_2013-01-04",4368.74
"18_44_2013-01-11",3986.82
"18_44_2013-01-18",3874.91
"18_44_2013-01-25",4006.26
"18_44_2013-02-01",4867.92
"18_44_2013-02-08",5140.11
"18_44_2013-02-15",5392.09
"18_44_2013-02-22",5022.74
"18_44_2013-03-01",4680.97
"18_44_2013-03-08",4857.27
"18_44_2013-03-15",4934.17
"18_44_2013-03-22",3736.8
"18_44_2013-03-29",3845.51
"18_44_2013-04-05",3689.95
"18_44_2013-04-12",3843.36
"18_44_2013-04-19",3717.51
"18_44_2013-04-26",3988.93
"18_44_2013-05-03",3964.65
"18_44_2013-05-10",3846.2
"18_44_2013-05-17",4087.06
"18_44_2013-05-24",3711.14
"18_44_2013-05-31",4003.74
"18_44_2013-06-07",4607.94
"18_44_2013-06-14",5196.73
"18_44_2013-06-21",5471.81
"18_44_2013-06-28",4679.28
"18_44_2013-07-05",4456.34
"18_44_2013-07-12",4360.73
"18_44_2013-07-19",4802.91
"18_44_2013-07-26",4722.34
"18_45_2012-12-21",0
"18_45_2013-02-08",0
"18_45_2013-02-22",0
"18_45_2013-03-08",0
"18_45_2013-03-15",0
"18_45_2013-03-22",0
"18_45_2013-03-29",0
"18_46_2012-11-02",16445.72
"18_46_2012-11-09",18825.78
"18_46_2012-11-16",20623.25
"18_46_2012-11-23",25202.18
"18_46_2012-11-30",28341.98
"18_46_2012-12-07",33135.14
"18_46_2012-12-14",40516.21
"18_46_2012-12-21",53519.96
"18_46_2012-12-28",38203.46
"18_46_2013-01-04",23875.06
"18_46_2013-01-11",21205.51
"18_46_2013-01-18",24013.54
"18_46_2013-01-25",21016.02
"18_46_2013-02-01",23467.87
"18_46_2013-02-08",25307.23
"18_46_2013-02-15",24908.37
"18_46_2013-02-22",23483.03
"18_46_2013-03-01",24328.36
"18_46_2013-03-08",26209.19
"18_46_2013-03-15",24470.08
"18_46_2013-03-22",23425.55
"18_46_2013-03-29",23043.44
"18_46_2013-04-05",22697.85
"18_46_2013-04-12",23134.33
"18_46_2013-04-19",24096.8
"18_46_2013-04-26",21337.04
"18_46_2013-05-03",22316.62
"18_46_2013-05-10",25055.9
"18_46_2013-05-17",24898.18
"18_46_2013-05-24",27389.31
"18_46_2013-05-31",27714.8
"18_46_2013-06-07",26846.67
"18_46_2013-06-14",26759.03
"18_46_2013-06-21",26282.68
"18_46_2013-06-28",28207.85
"18_46_2013-07-05",28403.57
"18_46_2013-07-12",25383.91
"18_46_2013-07-19",23592.39
"18_46_2013-07-26",21309.63
"18_47_2012-11-16",0
"18_47_2013-02-22",0
"18_48_2012-12-21",0
"18_48_2013-01-18",0
"18_49_2012-11-02",7111.45
"18_49_2012-11-09",7872.55
"18_49_2012-11-16",9492.64
"18_49_2012-11-23",5482.8
"18_49_2012-11-30",9880.13
"18_49_2012-12-07",9816.56
"18_49_2012-12-14",9730.56
"18_49_2012-12-21",9896.08
"18_49_2012-12-28",12347.76
"18_49_2013-01-04",12587.21
"18_49_2013-01-11",10614.99
"18_49_2013-01-18",9344.65
"18_49_2013-01-25",7509.65
"18_49_2013-02-01",9626.34
"18_49_2013-02-08",13059.07
"18_49_2013-02-15",12149.24
"18_49_2013-02-22",9644.5
"18_49_2013-03-01",9343.89
"18_49_2013-03-08",12762.66
"18_49_2013-03-15",13097.05
"18_49_2013-03-22",10019.31
"18_49_2013-03-29",9577.47
"18_49_2013-04-05",10677.15
"18_49_2013-04-12",10805.91
"18_49_2013-04-19",11011.02
"18_49_2013-04-26",9383.96
"18_49_2013-05-03",9182.15
"18_49_2013-05-10",13859.74
"18_49_2013-05-17",11389.63
"18_49_2013-05-24",8776.17
"18_49_2013-05-31",12289.3
"18_49_2013-06-07",12573.67
"18_49_2013-06-14",8909.32
"18_49_2013-06-21",8754.9
"18_49_2013-06-28",10007.91
"18_49_2013-07-05",8528.54
"18_49_2013-07-12",7490
"18_49_2013-07-19",8673.78
"18_49_2013-07-26",9002.66
"18_50_2012-11-02",1021.08
"18_50_2012-11-09",1156.98
"18_50_2012-11-16",1613.6
"18_50_2012-11-23",522.55
"18_50_2012-11-30",1114.07
"18_50_2012-12-07",1444.82
"18_50_2012-12-14",1187.05
"18_50_2012-12-21",1655.71
"18_50_2012-12-28",1744.67
"18_50_2013-01-04",1506.87
"18_50_2013-01-11",1037.25
"18_50_2013-01-18",1172.17
"18_50_2013-01-25",1571.91
"18_50_2013-02-01",1165.21
"18_50_2013-02-08",1841.78
"18_50_2013-02-15",1765.87
"18_50_2013-02-22",1516.05
"18_50_2013-03-01",1907.84
"18_50_2013-03-08",1315.22
"18_50_2013-03-15",1573.1
"18_50_2013-03-22",1749.03
"18_50_2013-03-29",772.58
"18_50_2013-04-05",1782.08
"18_50_2013-04-12",1733.13
"18_50_2013-04-19",1029.5
"18_50_2013-04-26",1698.21
"18_50_2013-05-03",1357.39
"18_50_2013-05-10",2020.13
"18_50_2013-05-17",1995.17
"18_50_2013-05-24",2145.14
"18_50_2013-05-31",1304.5
"18_50_2013-06-07",1593.42
"18_50_2013-06-14",1209.58
"18_50_2013-06-21",877.71
"18_50_2013-06-28",1347.58
"18_50_2013-07-05",1077.69
"18_50_2013-07-12",619.82
"18_50_2013-07-19",1412.63
"18_50_2013-07-26",1906.54
"1_85_2012-11-02",2836.99
"18_5_2012-11-02",24806.58
"1_85_2012-11-09",2747.49
"18_5_2012-11-09",29333.69
"1_85_2012-11-16",2791.77
"18_5_2012-11-16",27771.92
"1_85_2012-11-23",3028.19
"18_5_2012-11-23",84713.72
"1_85_2012-11-30",3390.38
"18_5_2012-11-30",25501.71
"1_85_2012-12-07",5187.77
"18_5_2012-12-07",31933.3
"1_85_2012-12-14",6281.79
"18_5_2012-12-14",46697.08
"1_85_2012-12-21",7772.98
"18_5_2012-12-21",58857.74
"1_85_2012-12-28",4713.68
"18_5_2012-12-28",30415.06
"1_85_2013-01-04",3205.82
"18_5_2013-01-04",16167.71
"1_85_2013-01-11",2947.85
"18_5_2013-01-11",13909.19
"1_85_2013-01-18",2748.28
"18_5_2013-01-18",13459.01
"1_85_2013-01-25",2407.65
"18_5_2013-01-25",14744.02
"1_85_2013-02-01",2349.7
"18_5_2013-02-01",19447.26
"1_85_2013-02-08",3089.88
"18_5_2013-02-08",21801.58
"1_85_2013-02-15",2997.44
"18_5_2013-02-15",29250.79
"1_85_2013-02-22",2650.05
"18_5_2013-02-22",24500.69
"1_85_2013-03-01",2500.18
"18_5_2013-03-01",22749.58
"1_85_2013-03-08",2715.22
"18_5_2013-03-08",21467.6
"1_85_2013-03-15",2298.53
"18_5_2013-03-15",18627.6
"1_85_2013-03-22",2437.6
"18_5_2013-03-22",17283.4
"1_85_2013-03-29",2283.36
"18_5_2013-03-29",21836.58
"1_85_2013-04-05",3239.19
"18_5_2013-04-05",15409.76
"1_85_2013-04-12",3253.21
"18_5_2013-04-12",16493.5
"1_85_2013-04-19",3166.1
"18_5_2013-04-19",13718.26
"1_85_2013-04-26",2970.16
"18_5_2013-04-26",12303.31
"1_85_2013-05-03",3397.97
"18_5_2013-05-03",13386.5
"1_85_2013-05-10",4459.67
"18_5_2013-05-10",13163.76
"1_85_2013-05-17",5115.7
"18_5_2013-05-17",11475.86
"1_85_2013-05-24",4402.24
"18_5_2013-05-24",11708.8
"1_85_2013-05-31",3524.81
"18_5_2013-05-31",12010.43
"1_85_2013-06-07",3354.24
"18_5_2013-06-07",15576.31
"1_85_2013-06-14",2782.02
"18_5_2013-06-14",18461.45
"1_85_2013-06-21",2962.88
"18_5_2013-06-21",15190.32
"1_85_2013-06-28",2971.24
"18_5_2013-06-28",15510.42
"1_85_2013-07-05",2716.92
"18_5_2013-07-05",13213.31
"1_85_2013-07-12",2933.6
"18_5_2013-07-12",13209.18
"1_85_2013-07-19",2946.78
"18_5_2013-07-19",14165.92
"1_85_2013-07-26",3290.39
"18_5_2013-07-26",13783.6
"18_52_2012-11-02",1919.63
"18_52_2012-11-09",2443.71
"18_52_2012-11-16",2427.5
"18_52_2012-11-23",6411.27
"18_52_2012-11-30",3668.15
"18_52_2012-12-07",4060.05
"18_52_2012-12-14",3963.29
"18_52_2012-12-21",4339.44
"18_52_2012-12-28",2472.36
"18_52_2013-01-04",1919.5
"18_52_2013-01-11",1970.35
"18_52_2013-01-18",1981.65
"18_52_2013-01-25",1995.86
"18_52_2013-02-01",2235.7
"18_52_2013-02-08",2625.17
"18_52_2013-02-15",2832.96
"18_52_2013-02-22",2901.31
"18_52_2013-03-01",2962
"18_52_2013-03-08",3848.24
"18_52_2013-03-15",2435.61
"18_52_2013-03-22",2320.75
"18_52_2013-03-29",2562.45
"18_52_2013-04-05",2563.29
"18_52_2013-04-12",2589.14
"18_52_2013-04-19",2198.49
"18_52_2013-04-26",2216.93
"18_52_2013-05-03",2244.21
"18_52_2013-05-10",2634.94
"18_52_2013-05-17",2321.46
"18_52_2013-05-24",2486.25
"18_52_2013-05-31",1769.51
"18_52_2013-06-07",1485.97
"18_52_2013-06-14",1498.01
"18_52_2013-06-21",2095.8
"18_52_2013-06-28",2246.31
"18_52_2013-07-05",2278.73
"18_52_2013-07-12",1718.11
"18_52_2013-07-19",2028.67
"18_52_2013-07-26",2574.02
"18_54_2012-11-02",13.35
"18_54_2012-11-09",0
"18_54_2012-11-16",27.3
"18_54_2012-11-23",24.12
"18_54_2012-11-30",1.14
"18_54_2012-12-07",24.72
"18_54_2012-12-14",98.2
"18_54_2012-12-21",111.35
"18_54_2012-12-28",41.39
"18_54_2013-01-04",17.24
"18_54_2013-01-11",18.06
"18_54_2013-01-18",22.67
"18_54_2013-02-01",34.78
"18_54_2013-02-08",13.68
"18_54_2013-02-15",44.13
"18_54_2013-02-22",40.64
"18_54_2013-03-01",4.72
"18_54_2013-04-05",50.24
"18_54_2013-04-12",45.42
"18_54_2013-04-26",3.69
"18_54_2013-05-03",32.07
"18_54_2013-05-10",28.66
"18_54_2013-05-17",45.01
"18_54_2013-05-31",26.53
"18_54_2013-06-07",8.68
"18_54_2013-06-14",3.99
"18_54_2013-06-21",83.13
"18_54_2013-06-28",17.14
"18_54_2013-07-05",29.72
"18_54_2013-07-19",40.53
"18_55_2012-11-02",7347.01
"18_55_2012-11-09",12921.39
"18_55_2012-11-16",13505.68
"18_55_2012-11-23",35520.81
"18_55_2012-11-30",17231.2
"18_55_2012-12-07",19727.01
"18_55_2012-12-14",21754.79
"18_55_2012-12-21",36438.47
"18_55_2012-12-28",24546.95
"18_55_2013-01-04",11841.02
"18_55_2013-01-11",7263.51
"18_55_2013-01-18",7162.6
"18_55_2013-01-25",6461.82
"18_55_2013-02-01",8585.76
"18_55_2013-02-08",9125.33
"18_55_2013-02-15",10464.15
"18_55_2013-02-22",10694.01
"18_55_2013-03-01",10533.74
"18_55_2013-03-08",9441.84
"18_55_2013-03-15",8374.02
"18_55_2013-03-22",7133.51
"18_55_2013-03-29",6843.56
"18_55_2013-04-05",7356.41
"18_55_2013-04-12",7623.48
"18_55_2013-04-19",6040.91
"18_55_2013-04-26",5492.23
"18_55_2013-05-03",5953.55
"18_55_2013-05-10",5434.56
"18_55_2013-05-17",5680.73
"18_55_2013-05-24",5305.09
"18_55_2013-05-31",5580.33
"18_55_2013-06-07",5833.71
"18_55_2013-06-14",5499.21
"18_55_2013-06-21",5958.71
"18_55_2013-06-28",5687.81
"18_55_2013-07-05",5632.78
"18_55_2013-07-12",5260.05
"18_55_2013-07-19",5242.48
"18_55_2013-07-26",4813.49
"18_56_2012-11-02",83.34
"18_56_2012-11-09",112.17
"18_56_2012-11-16",204.37
"18_56_2012-11-23",1243.24
"18_56_2012-11-30",1755.84
"18_56_2012-12-07",1991.07
"18_56_2012-12-14",1990.8
"18_56_2012-12-21",1022.23
"18_56_2012-12-28",240.1
"18_56_2013-01-04",103.26
"18_56_2013-01-11",145.85
"18_56_2013-01-18",98.6
"18_56_2013-01-25",127.71
"18_56_2013-02-01",268.21
"18_56_2013-02-08",682.21
"18_56_2013-02-15",818.56
"18_56_2013-02-22",948.34
"18_56_2013-03-01",837.4
"18_56_2013-03-08",1878.42
"18_56_2013-03-15",3017.5
"18_56_2013-03-22",5683.56
"18_56_2013-03-29",4961.14
"18_56_2013-04-05",9589.19
"18_56_2013-04-12",9571.63
"18_56_2013-04-19",14616.53
"18_56_2013-04-26",12495.79
"18_56_2013-05-03",13590.56
"18_56_2013-05-10",21515.45
"18_56_2013-05-17",23703.74
"18_56_2013-05-24",17221.24
"18_56_2013-05-31",15183.18
"18_56_2013-06-07",10775.19
"18_56_2013-06-14",7777.27
"18_56_2013-06-21",6497.09
"18_56_2013-06-28",4908.38
"18_56_2013-07-05",2877.25
"18_56_2013-07-12",2450.36
"18_56_2013-07-19",1981.27
"18_56_2013-07-26",1687.35
"18_58_2012-11-02",1648.08
"18_58_2012-11-09",2235.13
"18_58_2012-11-23",2125.79
"18_58_2012-11-30",3853.8
"18_58_2012-12-07",2299.81
"18_58_2012-12-14",2278.23
"18_58_2012-12-21",3195.29
"18_58_2012-12-28",1853.37
"18_58_2013-01-04",2421.63
"18_58_2013-01-11",3158.39
"18_58_2013-01-18",3920.14
"18_58_2013-01-25",2244.31
"18_58_2013-02-01",3128.62
"18_58_2013-02-08",1950.81
"18_58_2013-02-15",505.78
"18_58_2013-02-22",2150.5
"18_58_2013-03-01",2684.72
"18_58_2013-03-08",1655.39
"18_58_2013-03-15",2566.69
"18_58_2013-03-22",3243.21
"18_58_2013-03-29",1960.61
"18_58_2013-04-05",1293.44
"18_58_2013-04-12",1896.96
"18_58_2013-04-19",2513.23
"18_58_2013-04-26",2984.15
"18_58_2013-05-03",4398.44
"18_58_2013-05-10",3939.2
"18_58_2013-05-17",2310.3
"18_58_2013-05-24",898.32
"18_58_2013-05-31",3614.82
"18_58_2013-06-07",4056.15
"18_58_2013-06-14",4207.59
"18_58_2013-06-21",2125.68
"18_58_2013-06-28",4385.45
"18_58_2013-07-05",3150.51
"18_58_2013-07-12",5506.23
"18_58_2013-07-19",11705.43
"18_58_2013-07-26",4728.32
"18_59_2012-11-02",180.25
"18_59_2012-11-09",188.64
"18_59_2012-11-16",454.14
"18_59_2012-11-23",1332.76
"18_59_2012-11-30",1274.82
"18_59_2012-12-07",2058.75
"18_59_2012-12-14",3980.27
"18_59_2012-12-21",7050.11
"18_59_2012-12-28",5820.8
"18_59_2013-01-04",1985.32
"18_59_2013-01-11",344.75
"18_59_2013-01-18",138.31
"18_59_2013-01-25",132.96
"18_59_2013-02-01",211.26
"18_59_2013-02-08",200.78
"18_59_2013-02-15",214.73
"18_59_2013-02-22",236.02
"18_59_2013-03-01",180.53
"18_59_2013-03-08",192.98
"18_59_2013-03-15",260.01
"18_59_2013-03-22",207.68
"18_59_2013-03-29",203.24
"18_59_2013-04-05",235.31
"18_59_2013-04-12",214.14
"18_59_2013-04-19",212.14
"18_59_2013-04-26",168.76
"18_59_2013-05-03",123.12
"18_59_2013-05-10",211.91
"18_59_2013-05-17",157.35
"18_59_2013-05-24",174.79
"18_59_2013-05-31",229.01
"18_59_2013-06-07",120.05
"18_59_2013-06-14",111.98
"18_59_2013-06-21",204.98
"18_59_2013-06-28",115.19
"18_59_2013-07-05",124
"18_59_2013-07-12",201.65
"18_59_2013-07-19",165.61
"18_59_2013-07-26",133.69
"18_60_2012-11-02",246.89
"18_60_2012-11-09",195.23
"18_60_2012-11-16",271.59
"18_60_2012-11-23",110.63
"18_60_2012-11-30",303.94
"18_60_2012-12-07",369.11
"18_60_2012-12-14",402.18
"18_60_2012-12-21",423.72
"18_60_2012-12-28",194.98
"18_60_2013-01-04",133.34
"18_60_2013-01-11",198.76
"18_60_2013-01-18",167.39
"18_60_2013-01-25",120.49
"18_60_2013-02-01",155.65
"18_60_2013-02-08",212.53
"18_60_2013-02-15",188.51
"18_60_2013-02-22",179.02
"18_60_2013-03-01",150.93
"18_60_2013-03-08",172.48
"18_60_2013-03-15",105.24
"18_60_2013-03-22",156.69
"18_60_2013-03-29",151.39
"18_60_2013-04-05",203.72
"18_60_2013-04-12",208.66
"18_60_2013-04-19",124.26
"18_60_2013-04-26",142.61
"18_60_2013-05-03",313.65
"18_60_2013-05-10",245.76
"18_60_2013-05-17",206.65
"18_60_2013-05-24",162.51
"18_60_2013-05-31",148.06
"18_60_2013-06-07",210.14
"18_60_2013-06-14",267.03
"18_60_2013-06-21",149.68
"18_60_2013-06-28",136.31
"18_60_2013-07-05",278.46
"18_60_2013-07-12",191.9
"18_60_2013-07-19",196.78
"18_60_2013-07-26",200.65
"18_6_2012-11-02",2181.53
"18_6_2012-11-09",2573.34
"18_6_2012-11-16",3557.11
"18_6_2012-11-23",16089.75
"18_6_2012-11-30",2036.39
"18_6_2012-12-07",3251.08
"18_6_2012-12-14",5935.51
"18_6_2012-12-21",13539.51
"18_6_2012-12-28",9269.38
"18_6_2013-01-04",3555.18
"18_6_2013-01-11",1974.3
"18_6_2013-01-18",2575.42
"18_6_2013-01-25",2874.93
"18_6_2013-02-01",2135.84
"18_6_2013-02-08",3687.43
"18_6_2013-02-15",4311.75
"18_6_2013-02-22",3298.03
"18_6_2013-03-01",3522.64
"18_6_2013-03-08",2984.34
"18_6_2013-03-15",2987.42
"18_6_2013-03-22",3104.11
"18_6_2013-03-29",5367.1
"18_6_2013-04-05",3958.03
"18_6_2013-04-12",4070.07
"18_6_2013-04-19",3518.86
"18_6_2013-04-26",3943.44
"18_6_2013-05-03",4540.93
"18_6_2013-05-10",4990.97
"18_6_2013-05-17",3963.36
"18_6_2013-05-24",4236.52
"18_6_2013-05-31",3834.52
"18_6_2013-06-07",3547.96
"18_6_2013-06-14",3126.03
"18_6_2013-06-21",3042
"18_6_2013-06-28",3460.05
"18_6_2013-07-05",3894.46
"18_6_2013-07-12",3167.56
"18_6_2013-07-19",3166.95
"18_6_2013-07-26",3841.74
"18_67_2012-11-02",5093.31
"18_67_2012-11-09",5454.79
"18_67_2012-11-16",6319.96
"18_67_2012-11-23",7056.58
"18_67_2012-11-30",8597.66
"18_67_2012-12-07",11309.48
"18_67_2012-12-14",13936.45
"18_67_2012-12-21",17394.39
"18_67_2012-12-28",10916.56
"18_67_2013-01-04",6335.39
"18_67_2013-01-11",5491.64
"18_67_2013-01-18",5067.44
"18_67_2013-01-25",5189.35
"18_67_2013-02-01",7037.78
"18_67_2013-02-08",9995.12
"18_67_2013-02-15",14685.85
"18_67_2013-02-22",8709.61
"18_67_2013-03-01",5890.49
"18_67_2013-03-08",6358.95
"18_67_2013-03-15",6047.5
"18_67_2013-03-22",5328.42
"18_67_2013-03-29",6055.6
"18_67_2013-04-05",5879.35
"18_67_2013-04-12",6275.39
"18_67_2013-04-19",5169.59
"18_67_2013-04-26",5521.72
"18_67_2013-05-03",6792.59
"18_67_2013-05-10",12593.34
"18_67_2013-05-17",11010
"18_67_2013-05-24",6438.03
"18_67_2013-05-31",5333.23
"18_67_2013-06-07",7834.64
"18_67_2013-06-14",10999.86
"18_67_2013-06-21",10309.27
"18_67_2013-06-28",6624.22
"18_67_2013-07-05",5960.41
"18_67_2013-07-12",4630.8
"18_67_2013-07-19",5042.29
"18_67_2013-07-26",4513.59
"18_71_2012-11-02",4696.74
"18_71_2012-11-09",6647.72
"18_71_2012-11-16",6145.03
"18_71_2012-11-23",12398.24
"18_71_2012-11-30",6646.66
"18_71_2012-12-07",7063.48
"18_71_2012-12-14",7766.01
"18_71_2012-12-21",10659.96
"18_71_2012-12-28",9523.1
"18_71_2013-01-04",6977.78
"18_71_2013-01-11",6028.38
"18_71_2013-01-18",5989.02
"18_71_2013-01-25",5590.09
"18_71_2013-02-01",8217.46
"18_71_2013-02-08",13170.74
"18_71_2013-02-15",13301.25
"18_71_2013-02-22",12674.84
"18_71_2013-03-01",10911.5
"18_71_2013-03-08",10108.65
"18_71_2013-03-15",7184.53
"18_71_2013-03-22",8590.31
"18_71_2013-03-29",8205.64
"18_71_2013-04-05",9105.52
"18_71_2013-04-12",9021.96
"18_71_2013-04-19",6894.65
"18_71_2013-04-26",6271.39
"18_71_2013-05-03",6934.36
"18_71_2013-05-10",6998.4
"18_71_2013-05-17",6473.89
"18_71_2013-05-24",7423.66
"18_71_2013-05-31",6459.52
"18_71_2013-06-07",6935.16
"18_71_2013-06-14",5696.46
"18_71_2013-06-21",6169.05
"18_71_2013-06-28",6597.33
"18_71_2013-07-05",6491.83
"18_71_2013-07-12",5505.83
"18_71_2013-07-19",6142.56
"18_71_2013-07-26",5702.35
"1_87_2012-11-02",64169.82
"18_7_2012-11-02",31769.77
"1_87_2012-11-09",57370.49
"18_7_2012-11-09",36640.39
"1_87_2012-11-16",50209
"18_7_2012-11-16",40290.73
"1_87_2012-11-23",55644.75
"18_7_2012-11-23",118317.37
"1_87_2012-11-30",62116.87
"18_7_2012-11-30",73430.95
"1_87_2012-12-07",58120.46
"18_7_2012-12-07",97867.54
"1_87_2012-12-14",53882.68
"18_7_2012-12-14",123202.93
"1_87_2012-12-21",55174.97
"18_7_2012-12-21",176951.27
"1_87_2012-12-28",54660.54
"18_7_2012-12-28",89534.84
"1_87_2013-01-04",61157.79
"18_7_2013-01-04",23268.35
"1_87_2013-01-11",50266.91
"18_7_2013-01-11",13957.2
"1_87_2013-01-18",46522.19
"18_7_2013-01-18",13636.14
"1_87_2013-01-25",49578.24
"18_7_2013-01-25",13160.02
"1_87_2013-02-01",66225.84
"18_7_2013-02-01",18731.07
"1_87_2013-02-08",69896.41
"18_7_2013-02-08",21652.49
"1_87_2013-02-15",61388.16
"18_7_2013-02-15",21229.66
"1_87_2013-02-22",57725.86
"18_7_2013-02-22",23082.65
"1_87_2013-03-01",68417.6
"18_7_2013-03-01",18638.13
"1_87_2013-03-08",65923.01
"18_7_2013-03-08",22275.33
"1_87_2013-03-15",54470.7
"18_7_2013-03-15",25328.65
"1_87_2013-03-22",50578
"18_7_2013-03-22",29217.66
"1_87_2013-03-29",50478.03
"18_7_2013-03-29",26710.85
"1_87_2013-04-05",51841.69
"18_7_2013-04-05",30301.77
"1_87_2013-04-12",53988.11
"18_7_2013-04-12",31383.59
"1_87_2013-04-19",50336.7
"18_7_2013-04-19",31687.11
"1_87_2013-04-26",47354.55
"18_7_2013-04-26",25351.5
"1_87_2013-05-03",60766.94
"18_7_2013-05-03",25245.05
"1_87_2013-05-10",52695.24
"18_7_2013-05-10",28156.85
"1_87_2013-05-17",51608.07
"18_7_2013-05-17",24035.44
"1_87_2013-05-24",50771.19
"18_7_2013-05-24",29174.66
"1_87_2013-05-31",58866.42
"18_7_2013-05-31",33689.91
"1_87_2013-06-07",60414.54
"18_7_2013-06-07",34825.29
"1_87_2013-06-14",55309.14
"18_7_2013-06-14",31647.57
"1_87_2013-06-21",50332.03
"18_7_2013-06-21",36588.88
"1_87_2013-06-28",56532.57
"18_7_2013-06-28",35460.66
"1_87_2013-07-05",63682.46
"18_7_2013-07-05",35680.84
"1_87_2013-07-12",52205.14
"18_7_2013-07-12",33676.54
"1_87_2013-07-19",51697.19
"18_7_2013-07-19",25501.1
"1_87_2013-07-26",51768.08
"18_7_2013-07-26",22922.08
"18_72_2012-11-02",53325
"18_72_2012-11-09",53510.61
"18_72_2012-11-16",52812.93
"18_72_2012-11-23",301939.71
"18_72_2012-11-30",61142.92
"18_72_2012-12-07",56251.43
"18_72_2012-12-14",68276.32
"18_72_2012-12-21",99582.63
"18_72_2012-12-28",64740.05
"18_72_2013-01-04",46443.41
"18_72_2013-01-11",43448.93
"18_72_2013-01-18",43545.57
"18_72_2013-01-25",42556.69
"18_72_2013-02-01",56509.62
"18_72_2013-02-08",88532.3
"18_72_2013-02-15",83547.74
"18_72_2013-02-22",67962.98
"18_72_2013-03-01",62660.17
"18_72_2013-03-08",55995.11
"18_72_2013-03-15",46199.59
"18_72_2013-03-22",44361.45
"18_72_2013-03-29",42837.39
"18_72_2013-04-05",41489.64
"18_72_2013-04-12",42140.46
"18_72_2013-04-19",38021.71
"18_72_2013-04-26",40793.74
"18_72_2013-05-03",47619.07
"18_72_2013-05-10",43727.58
"18_72_2013-05-17",41565.37
"18_72_2013-05-24",33643.97
"18_72_2013-05-31",31281.58
"18_72_2013-06-07",35319.98
"18_72_2013-06-14",37107.9
"18_72_2013-06-21",37657.71
"18_72_2013-06-28",40112.3
"18_72_2013-07-05",36715.55
"18_72_2013-07-12",36647.77
"18_72_2013-07-19",38123.94
"18_72_2013-07-26",35426.41
"18_74_2012-11-02",15402.13
"18_74_2012-11-09",16796.16
"18_74_2012-11-16",17429.9
"18_74_2012-11-23",36319.92
"18_74_2012-11-30",17969.03
"18_74_2012-12-07",18319.08
"18_74_2012-12-14",17217.28
"18_74_2012-12-21",19941.46
"18_74_2012-12-28",21592.54
"18_74_2013-01-04",21604.91
"18_74_2013-01-11",19746.63
"18_74_2013-01-18",17921.27
"18_74_2013-01-25",14979.62
"18_74_2013-02-01",18936.2
"18_74_2013-02-08",23428.57
"18_74_2013-02-15",21663.11
"18_74_2013-02-22",21622.52
"18_74_2013-03-01",21466.98
"18_74_2013-03-08",20502.93
"18_74_2013-03-15",20843.09
"18_74_2013-03-22",20878.43
"18_74_2013-03-29",19205.69
"18_74_2013-04-05",17954.92
"18_74_2013-04-12",18315.8
"18_74_2013-04-19",18190.18
"18_74_2013-04-26",19944.67
"18_74_2013-05-03",21481.32
"18_74_2013-05-10",20602.08
"18_74_2013-05-17",20138.63
"18_74_2013-05-24",21481.45
"18_74_2013-05-31",22475.43
